
1	0.0	0.51	Fpz.
2	0.0	0.25	Fz..
3	-90.0	0.53	T7..
4	90.0	0.53	T8..
5	-90.0	0.27	C3..
6	90.0	0.27	C4..
7	-90.0	0.40	C5..
8	90.0	0.40	C6..
9	-117.6	0.29	Cp3.
10	117.6	0.29	Cp4.
11	0.0	0.00	Cz..
12	180.0	0.13	Cpz.
13	180.0	0.25	Pz..
14	-144.1	0.52	Po7.
15	144.1	0.52	Po8.
16	180.0	0.51	Oz..



















